Odddzial,Gleba,STL,Data,Umiejscowienie_proby,Wskaznik_zawartosci_chlorofilu,Wilgotnosc_gleby,srednia_wilgotnosc_powietrza_dla_miesiaca,Ogolna_suma_opadow_dla_miesiaca,Naslonecznienie
733-c,RDbr,Lsw,7/27/2023,1,"17,4",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"13,8",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"9,3",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"9,8",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"8,2",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,9,1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,10,1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,8,1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"14,6",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,7,1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"16,6",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,"14,9",1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,1,9,1,"64,5","33,52",870
733-c,RDbr,Lsw,7/27/2023,2,"8,2",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,5",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,5",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"11,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"10,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,7",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,3",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"10,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,5",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"3,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"10,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"5,1",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"6,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"13,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"11,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"11,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"13,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"6,7",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,9,1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"10,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,7",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"6,1",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"5,3",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,8,1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"10,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,1",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"3,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,2",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,1",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"6,1",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"10,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"6,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,3",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"7,3",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"11,6",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,19,1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"12,8",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"15,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"16,7",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"11,9",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"12,7",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"8,5",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,2,"9,4",1,"64,5","33,52",720
733-c,RDbr,Lsw,7/27/2023,3,"12,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"14,5",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"7,5",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"7,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"9,6",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,1",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"12,9",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"11,6",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"3,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"7,4",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"9,4",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,13,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"9,8",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"9,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"13,6",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,16,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"15,8",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,9,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,9",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,1",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,7,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,5",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,11,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"7,6",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,9",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,10,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,8,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"6,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"12,1",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,9,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"7,5",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,6",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"15,5",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,4",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,4",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"14,9",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"14,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"4,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"5,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"14,1",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"10,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"5,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"1,9",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,16,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"11,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"12,3",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"6,4",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"6,6",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,8,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"12,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,4,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"6,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"8,7",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,"15,2",1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,3,12,1,"64,5","33,52",700
733-c,RDbr,Lsw,7/27/2023,4,10,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"13,5",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"11,6",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,6",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"7,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"10,6",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,9",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"5,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,7",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"10,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"16,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"7,7",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,8",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,9",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,11,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,6,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,8",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"6,8",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"13,8",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"11,6",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"11,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"17,5",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,5",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"13,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,12,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,7",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"16,2",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"15,1",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"7,3",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,7,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"5,8",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,6,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"10,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"4,5",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"14,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"18,2",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"10,5",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,9",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,15,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"12,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"9,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"6,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"14,7",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"11,2",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"10,3",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"6,9",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"16,3",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"26,4",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,13,1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"8,6",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"19,5",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"10,9",1,"64,5","33,52",853
733-c,RDbr,Lsw,7/27/2023,4,"16,1",1,"64,5","33,52",853
